Name: Barclay-Kingston | Temperature: -273.1
Name: Clermont | Temperature: 6.3
Name: Canandaigua | Temperature: -3.3
Name: Orono | Temperature: -7.7
Name: Pinellas Park | Temperature: 12.4
Name: North Ridgeville | Temperature: -1.0
Name: Porterville | Temperature: 8.9
Name: Pelham | Temperature: 8.2
Name: North Miami | Temperature: 17.4
Name: Waunakee | Temperature: -9.6
Name: Coos Bay | Temperature: 4.9
Name: Princeton | Temperature: 16.8
Name: Pleasanton | Temperature: 11.8
Name: Raceland | Temperature: 12.0
Name: Okmulgee | Temperature: 3.7
Name: Pratt | Temperature: -4.0
Name: Charlton | Temperature: -2.7
Name: Richland | Temperature: 0.0
Name: Painesville | Temperature: -0.8
Name: Bloomington | Temperature: -14.4
Name: Plymouth | Temperature: -0.7
Name: Pueblo | Temperature: -6.0
Name: Chatham | Temperature: 9.4
Name: Philipstown | Temperature: 4.4
Name: Melrose Park | Temperature: -2.6
Name: Campbell | Temperature: 2.9
Name: Richboro | Temperature: 0.8
Name: McMinnville | Temperature: 3.7
Name: Blythe | Temperature: 13.2
Name: Chattanooga | Temperature: 7.4
Name: Canandaigua | Temperature: -3.3
Name: Dallas | Temperature: 11.2
Name: Sachse | Temperature: 10.3
Name: Blytheville | Temperature: 5.8
Name: Winchester | Temperature: 9.8
Name: Canon City | Temperature: -5.0
Name: Canton | Temperature: 21.3
Name: Canton | Temperature: 21.2
Name: Boardman | Temperature: 0.7
Name: Palatine | Temperature: -4.1
Name: Broken Arrow | Temperature: 1.3
Name: Clifton | Temperature: 0.6
Name: Palmdale | Temperature: 8.1
Name: Richmond West | Temperature: 16.0
Name: Chatham | Temperature: 9.4
Name: Brookhaven | Temperature: 11.5
Name: Cleveland | Temperature: -0.9
Name: Brookings | Temperature: -13.4
Name: Cheat Lake | Temperature: -0.3
Name: Campbell | Temperature: 2.9
Name: Bogota | Temperature: 7.0
Name: Winchester | Temperature: 9.8
Name: New Philadelphia | Temperature: 1.1
Name: Cleveland | Temperature: -0.9
Name: Cheektowaga | Temperature: -1.8
Name: Canton | Temperature: 21.3
Name: Boaz | Temperature: 7.7
Name: Clifton Park | Temperature: -1.6
Name: Oxon Hill-Glassmanor | Temperature: -273.1
Name: Cleveland | Temperature: -0.9
Name: Cheektowaga | Temperature: -1.8
Name: Clinton | Temperature: -3.0
Name: Coventry | Temperature: 11.1
Name: Winchendon | Temperature: -1.3
Name: Clinton | Temperature: -3.0
Name: Brookline | Temperature: -0.0
Name: Cottage Grove | Temperature: -13.6
Name: Windemere | Temperature: 9.0
Name: Clinton | Temperature: -3.0
Name: Brookfield | Temperature: -7.8
Name: Charlotte | Temperature: 9.6
Name: Boca Raton | Temperature: 18.6
Name: Boerne | Temperature: 6.8
Name: Coventry | Temperature: 11.1
Name: Bogalusa | Temperature: 10.6
Name: Winder | Temperature: 10.7
Name: Cheney | Temperature: -0.9
Name: Clinton | Temperature: -3.0
Name: Covington | Temperature: 2.9
Name: Brookhaven | Temperature: 11.5
Name: Winchester | Temperature: 9.8
Name: Cottage Grove | Temperature: -13.6
Name: Clinton | Temperature: -3.0
Name: Covington | Temperature: 2.9
Name: Clinton | Temperature: -3.0
Name: Russellville | Temperature: 3.0
Name: Ridgewood | Temperature: -0.4
Name: Dalton | Temperature: 6.7
Name: Prairie Village | Temperature: 0.8
Name: Cheshire | Temperature: -0.9
Name: Damascus | Temperature: 5.0
Name: Canton | Temperature: 21.2
Name: Chelmsford | Temperature: 9.8
Name: Canton | Temperature: 21.2
Name: Brooklyn Center | Temperature: -14.9
Name: Brookhaven | Temperature: 11.5
Name: Brookline | Temperature: -0.0
Name: Wilton | Temperature: 12.0
Name: Winchester | Temperature: 9.8
Name: Craig | Temperature: -12.7
Name: Clinton | Temperature: -3.0
Name: Charlestown | Temperature: 22.2
Name: Brookside | Temperature: 0.7
Name: Raton | Temperature: -5.0
Name: Chesapeake | Temperature: 6.7
Name: Covington | Temperature: 2.9
Name: Red Hook | Temperature: -273.1
Name: Cape Coral | Temperature: 14.4
Name: Chester | Temperature: -0.2
Name: Portage Lakes | Temperature: -0.2
Name: Blue Bell | Temperature: 0.1
Name: Boise City | Temperature: -3.6
Name: Country Club | Temperature: 16.3
Name: Cottonwood West | Temperature: -273.1
Name: Chester | Temperature: -0.2
Name: Bonadelle Ranchos-Madera Ranchos | Temperature: 10.1
Name: Canyon Lake | Temperature: 8.2
Name: Chatham | Temperature: 9.4
Name: Covedale | Temperature: 2.9
Name: Chester | Temperature: -0.2
Name: Brookfield | Temperature: -7.8
Name: Cape Girardeau | Temperature: 1.1
Name: Boone | Temperature: 1.5
Name: Round Rock | Temperature: 9.0
Name: South Venice | Temperature: 12.0
Name: Clinton | Temperature: -3.0
Name: Covina | Temperature: 17.0
Name: Raymond | Temperature: -3.6
Name: Windham | Temperature: -1.7
Name: Bonner Springs | Temperature: 0.3
Name: Dinuba | Temperature: 10.7
Name: Cranston | Temperature: -0.6
Name: Windsor Locks | Temperature: -1.9
Name: Country Club | Temperature: 16.3
Name: River Ridge | Temperature: 13.9
Name: Brown Deer | Temperature: -7.7
Name: Clinton | Temperature: -3.0
Name: Boone | Temperature: 1.5
Name: Broomall | Temperature: 0.9
Name: Candler-McAfee | Temperature: 10.4
Name: Cresskill | Temperature: 0.8
Name: Clovis | Temperature: 11.8
Name: Brownfield | Temperature: 4.2
Name: Cottonwood Heights | Temperature: -273.1
Name: Brookfield | Temperature: -7.8
Name: Cheval | Temperature: 11.6
Name: Port Townsend | Temperature: 4.7
Name: Crestline | Temperature: 5.4
Name: Boonville | Temperature: 1.0
Name: Crest Hill | Temperature: -273.1
Name: Windsor Locks | Temperature: -1.9
Name: Blue Island | Temperature: -1.9
Name: Winchester | Temperature: 9.8
Name: Rutland | Temperature: -3.1
Name: Capitola | Temperature: 13.0
Name: River Forest | Temperature: -2.5
Name: Winfield | Temperature: -3.0
Name: Dade City | Temperature: 7.6
Name: Crawfordsville | Temperature: 0.5
Name: Chester | Temperature: -0.2
Name: Windham | Temperature: -1.7
Name: Brownsville | Temperature: 20.2
Name: Brownsville | Temperature: 20.2
Name: Bonney Lake | Temperature: 1.8
Name: Boonton | Temperature: -1.3
Name: Canton | Temperature: 21.2
Name: Ravenna | Temperature: -0.4
Name: Crawford | Temperature: 3.7
Name: Winslow | Temperature: 0.0
Name: Clovis | Temperature: 11.8
Name: Winchester | Temperature: 9.8
Name: Boonville | Temperature: 1.0
Name: Cottage Lake | Temperature: 2.9
Name: Quincy | Temperature: 0.1
Name: Danbury | Temperature: -0.9
Name: Cliffside Park | Temperature: 2.1
Name: Bluefield | Temperature: 1.0
Name: Winslow | Temperature: 0.0
Name: Covington | Temperature: 2.9
Name: Cottonwood | Temperature: 7.5
Name: Clinton | Temperature: -3.0
Name: Winfield | Temperature: -3.0
Name: Salisbury | Temperature: 10.3
Name: Country Club Hills | Temperature: -273.1
Name: Windsor | Temperature: -2.0
Name: Carencro | Temperature: 12.3
Name: Cape Elizabeth | Temperature: -273.1
Name: Chesterton | Temperature: -0.9
Name: Dale City | Temperature: 0.6
Name: Carlisle | Temperature: -0.1
Name: Chelsea | Temperature: 10.0
Name: Winooski | Temperature: -3.0
Name: Clute | Temperature: 16.1
Name: Carbondale | Temperature: 2.8
Name: Chestnut Ridge | Temperature: -0.7
Name: Bonham | Temperature: 9.1
Name: Chicago Heights | Temperature: -273.1
Name: Cherryland | Temperature: 12.4
Name: Signal Mountain | Temperature: 7.3
Name: Canfield | Temperature: 0.2
Name: Chicago | Temperature: -2.3
Name: Cloquet | Temperature: -20.0
Name: Browns Mills | Temperature: -0.0
Name: Crete | Temperature: 7.2
Name: Cheverly | Temperature: 1.8
Name: Chenango | Temperature: -1.8
Name: Coweta | Temperature: 11.1
Name: Cheyenne | Temperature: -6.4
Name: Canton | Temperature: 21.2
Name: Dalhart | Temperature: -3.0
Name: Windsor | Temperature: -2.0
Name: Canyon | Temperature: 0.7
Name: Bonita Springs | Temperature: 13.7
Name: Cheviot | Temperature: 3.2
Name: Chesapeake Ranch Estates-Drum Point | Temperature: -273.1
Name: Cobleskill | Temperature: -3.3
Name: Brunswick | Temperature: -1.1
Name: Clinton | Temperature: -3.0
Name: Creve Coeur | Temperature: 2.7
Name: Boca Del Mar | Temperature: 19.1
Name: Carmel | Temperature: 0.8
Name: Coxsackie | Temperature: -2.2
Name: Brooklyn Park | Temperature: -14.8
Name: Crete | Temperature: 7.2
Name: Clinton | Temperature: -3.0
Name: Coatesville | Temperature: -0.5
Name: Brownwood | Temperature: 9.0
Name: Country Walk | Temperature: 16.0
Name: Canonsburg | Temperature: 0.7
Name: Crestview | Temperature: 7.1
Name: Boston | Temperature: 0.0
Name: Clewiston | Temperature: 12.0
Name: Crafton | Temperature: 0.7
Name: Winslow | Temperature: 0.0
Name: Broomfield | Temperature: -4.2
Name: Boston | Temperature: 0.0
Name: Chesterfield | Temperature: 0.1
Name: Crestwood | Temperature: 2.7
Name: Carbondale | Temperature: 2.8
Name: Brunswick | Temperature: -1.1
Name: Cloverdale | Temperature: 12.0
Name: Canyon Lake | Temperature: 8.2
Name: Windsor | Temperature: -2.0
Name: Booneville | Temperature: 7.4
Name: Coachella | Temperature: 15.4
Name: Chickasaw | Temperature: 10.1
Name: Canyon Rim | Temperature: -2.9
Name: Brooklyn | Temperature: 3.1
Name: Cochituate | Temperature: -0.8
Name: Cloverly | Temperature: 0.2
Name: Cocoa Beach | Temperature: 12.8
Name: Cloverleaf | Temperature: 15.0
Name: Crockett | Temperature: 11.1
Name: Cockeysville | Temperature: 0.9
Name: Chicago Ridge | Temperature: -2.1
Name: Council Bluffs | Temperature: -4.3
Name: Clinton | Temperature: -3.0
Name: Carmel | Temperature: 0.8
Name: Chickasha | Temperature: 0.0
Name: Chevy Chase | Temperature: 1.6
Name: Crofton | Temperature: -0.2
Name: Boulder Hill | Temperature: -273.1
Name: Country Club Estates | Temperature: 5.9
Name: East Riverdale | Temperature: 1.2
Name: Brooklyn Park | Temperature: -14.8
Name: Cherry Hill Mall | Temperature: -273.1
Name: Windsor | Temperature: -2.0
Name: Danbury | Temperature: -0.9
Name: Canton | Temperature: 21.2
Name: Winsted | Temperature: -3.0
Name: Dana Point | Temperature: 16.9
Name: Caribou | Temperature: -16.0
Name: Covington | Temperature: 2.9
Name: Bryant | Temperature: 5.9
Name: Bossier City | Temperature: 10.2
Name: Covington | Temperature: 2.9
Name: Borger | Temperature: 6.9
Name: Bothell | Temperature: 3.2
Name: Cranford | Temperature: 1.1
Name: Clinton | Temperature: -3.0
Name: Chehalis | Temperature: 1.4
Name: Cape Canaveral | Temperature: 12.2
Name: Cross Lanes | Temperature: -0.7
Name: Carney | Temperature: 0.7
Name: Brooklyn | Temperature: 3.2
Name: Cape St. Claire | Temperature: -273.1
Name: Clyde | Temperature: -1.5
Name: Brunswick | Temperature: -1.2
Name: Brownsburg | Temperature: 1.1
Name: Carnegie | Temperature: 22.5
Name: Winnemucca | Temperature: 0.0
Name: Creston | Temperature: -7.0
Name: Dillon | Temperature: 8.5
Name: Petersburg | Temperature: -0.1
Name: Coalinga | Temperature: 10.6
Name: Crestwood | Temperature: 2.7
Name: Danvers | Temperature: -0.2
Name: Brownsville | Temperature: 20.2
Name: Winona | Temperature: -12.3
Name: Winnetka | Temperature: -2.8
Name: Carlsbad | Temperature: 16.8
Name: Windham | Temperature: -1.7
Name: Danville | Temperature: 3.5
Name: Coeymans | Temperature: -1.3
Name: Danville | Temperature: 3.5
Name: Brooksville | Temperature: 6.8
Name: Carlsbad | Temperature: 16.8
Name: Dix Hills | Temperature: -273.1
Name: Bonita | Temperature: 16.9
Name: Carneys Point | Temperature: 0.8
Name: Buckeye | Temperature: 17.9
Name: Closter | Temperature: 0.6
Name: Carol City | Temperature: 17.5
Name: Clive | Temperature: -9.0
Name: Coffeyville | Temperature: -1.9
Name: Dalton | Temperature: 6.7
Name: Colchester | Temperature: 9.6
Name: Chico | Temperature: 13.0
Name: Cohoes | Temperature: -1.4
Name: Discovery Bay | Temperature: 11.5
Name: Bucyrus | Temperature: 0.6
Name: Crowley | Temperature: 11.9
Name: Chicopee | Temperature: -1.4
Name: Brunswick | Temperature: -1.2
Name: Cody | Temperature: 0.9
Name: Danville | Temperature: 3.5
Name: Bolivar | Temperature: -0.3
Name: Bryan | Temperature: 11.1
Name: Carpinteria | Temperature: 16.5
Name: Carmichael | Temperature: 11.5
Name: Brushy Creek | Temperature: 8.9
Name: Brunswick | Temperature: -1.2
Name: Childress | Temperature: 3.0
Name: Cromwell | Temperature: -1.8
Name: Bolingbrook | Temperature: -2.4
Name: Danville | Temperature: 3.5
Name: Brownsville-Bawcomville | Temperature: -273.1
Name: Coeur d’Alene | Temperature: -0.5
Name: Dania Beach | Temperature: 18.7
Name: Carpentersville | Temperature: -4.7
Name: Crookston | Temperature: -16.5
Name: Crossett | Temperature: 9.5
Name: Chillicothe | Temperature: 1.9
Name: Carnot-Moon | Temperature: 0.7
Name: Crowley | Temperature: 11.9
Name: Boulder City | Temperature: 10.7
Name: Cocoa | Temperature: 12.5
Name: Colchester | Temperature: 9.5
Name: Crestwood Village | Temperature: -1.3
Name: Danvers | Temperature: -0.2
Name: Crossville | Temperature: 4.4
Name: Bohemia | Temperature: 0.2
Name: Bryan | Temperature: 11.1
Name: Daphne | Temperature: 9.1
Name: Danville | Temperature: 3.5
Name: Coconut Creek | Temperature: 19.1
Name: Buechel | Temperature: 4.2
Name: Chillicothe | Temperature: 1.9
Name: Bryn Mawr-Skyway | Temperature: 3.7
Name: Darby Township | Temperature: -273.1
Name: Buena Park | Temperature: 17.5
Name: Croydon | Temperature: -0.8
Name: Crown Point | Temperature: -1.2
Name: Bourne | Temperature: 10.7
Name: Bourbonnais | Temperature: -1.8
Name: Boulder | Temperature: -4.5
Name: Bostonia | Temperature: 0.0
Name: Bountiful | Temperature: -2.2
Name: Coldwater | Temperature: -2.9
Name: Cohasset | Temperature: 0.4
Name: Carol Stream | Temperature: -3.3
Name: College Park | Temperature: 1.2
Name: Dixon | Temperature: 13.5
Name: Croton-on-Hudson | Temperature: -0.7
Name: Darby | Temperature: 1.8
Name: College | Temperature: -11.4
Name: Chino Hills | Temperature: -273.1
Name: Colesville | Temperature: 0.2
Name: Daly City | Temperature: 14.2
Name: Chili | Temperature: -19.7
Name: Buffalo | Temperature: -1.6
Name: Budd Lake | Temperature: -1.7
Name: Chippewa Falls | Temperature: -13.9
Name: Carrollton | Temperature: 10.3
Name: Bound Brook | Temperature: -2.3
Name: Winter Haven | Temperature: -273.1
Name: Carrollton | Temperature: 10.3
Name: Dodge City | Temperature: -0.8
Name: Bow | Temperature: -2.3
Name: Buffalo | Temperature: -1.6
Name: East Rochester | Temperature: -2.4
Name: Carrboro | Temperature: 4.6
Name: Winston | Temperature: 10.6
Name: Winston-Salem | Temperature: 4.8
Name: Five Corners | Temperature: 3.2
Name: Cimarron Hills | Temperature: -273.1
Name: Buffalo Grove | Temperature: -4.0
Name: East Rutherford | Temperature: 1.1
Name: Doctor Phillips | Temperature: 11.3
Name: Carrollton | Temperature: 10.3
Name: Casa de Oro-Mount Helix | Temperature: -273.1
Name: Buena Vista | Temperature: -6.2
Name: Buford | Temperature: 10.3
Name: Chowchilla | Temperature: 10.1
Name: Chino | Temperature: 15.7
Name: Dixon | Temperature: 13.5
Name: East Rockaway | Temperature: 1.4
Name: Burbank | Temperature: 15.1
Name: Winter Springs | Temperature: 11.6
Name: Collegeville | Temperature: -1.9
Name: Chubbuck | Temperature: -5.3
Name: Carteret | Temperature: 1.2
Name: Donaldsonville | Temperature: 12.1
Name: Buena Vista | Temperature: -6.2
Name: Chillum | Temperature: 1.9
Name: Darien | Temperature: -2.6
Name: College Station | Temperature: 11.1
Name: Cicero | Temperature: -2.4
Name: Winter Garden | Temperature: 11.3
Name: Dock Junction | Temperature: 5.9
Name: Chino Valley | Temperature: 4.9
Name: East Wenatchee Bench | Temperature: -0.6
Name: Doraville | Temperature: 10.3
Name: Winter Gardens | Temperature: 16.4
Name: Carson | Temperature: 17.6
Name: Dolton | Temperature: -1.5
Name: East Rochester | Temperature: -2.4
Name: East St. Louis | Temperature: 2.8
Name: Citrus Heights | Temperature: -273.1
Name: East San Gabriel | Temperature: 15.9
Name: Carroll | Temperature: 0.2
Name: Dothan | Temperature: 9.1
Name: College Place | Temperature: 1.2
Name: Cary | Temperature: 6.1
Name: Winter Park | Temperature: 11.2
Name: College Park | Temperature: 1.2
Name: Collegedale | Temperature: 8.5
Name: Cicero | Temperature: -2.4
Name: Christiansburg | Temperature: 0.5
Name: Burbank | Temperature: 15.1
Name: Chula Vista | Temperature: 16.9
Name: Carthage | Temperature: 7.0
Name: Winters | Temperature: 13.5
Name: Burkburnett | Temperature: 6.1
Name: Collingdale | Temperature: 1.8
Name: Erlton-Ellisburg | Temperature: -273.1
Name: Colonial Heights | Temperature: -273.1
Name: Collins | Temperature: 9.4
Name: Dobbs Ferry | Temperature: 0.9
Name: Darien | Temperature: -2.6
Name: Douglas | Temperature: -4.5
Name: Choctaw | Temperature: 1.3
Name: Bullhead City | Temperature: 14.2
Name: Darlington | Temperature: 9.3
Name: Dormont | Temperature: 0.7
Name: Burien | Temperature: 3.6
Name: Cary | Temperature: 5.9
Name: Donna | Temperature: 20.3
Name: Eastchester | Temperature: 2.4
Name: Colonia | Temperature: 6.1
Name: Eastchester | Temperature: 2.4
Name: Circleville | Temperature: 1.1
Name: Collier Manor-Cresthaven | Temperature: -273.1
Name: Carson City | Temperature: -0.9
Name: Easthampton | Temperature: -1.6
Name: Collingswood | Temperature: 1.8
Name: Cincinnati | Temperature: 2.9
Name: Darien | Temperature: -2.6
Name: Cinco Ranch | Temperature: 15.9
Name: Cartersville | Temperature: 9.6
Name: Doral | Temperature: 16.4
Name: East York | Temperature: 2.0
Name: Carthage | Temperature: 7.0
Name: Dartmouth | Temperature: -5.8
Name: Easton | Temperature: -1.3
Name: Carver | Temperature: -17.0
Name: Douglas | Temperature: -4.5
Name: Collierville | Temperature: 6.4
Name: Bull Run | Temperature: -0.7
Name: East Windsor | Temperature: -2.0
Name: Collinsville | Temperature: 2.3
Name: Colleyville | Temperature: 10.5
Name: Davidson | Temperature: 7.7
Name: Caruthersville | Temperature: 5.8
Name: Colonial Heights | Temperature: -273.1
Name: Davie | Temperature: 18.0
Name: Cascade-Fairwood | Temperature: -273.1
Name: East Stroudsburg | Temperature: -2.6
Name: Eastlake | Temperature: -1.0
Name: Casas Adobes | Temperature: 17.4
Name: Douglas | Temperature: -4.5
Name: Darnestown | Temperature: -0.7
Name: Citrus | Temperature: 17.0
Name: Easton | Temperature: -1.3
Name: Dover | Temperature: -0.5
Name: Burke | Temperature: 0.4
Name: Easton | Temperature: -1.3
Name: Espanola | Temperature: -6.3
Name: Glendale | Temperature: 18.9
Name: Dearborn Heights | Temperature: -273.1
Name: Drexel Heights | Temperature: -273.1
Name: Dayton | Temperature: 3.0
Name: Dover | Temperature: -0.5
Name: Escondido | Temperature: 16.9
Name: Dayton | Temperature: 3.0
Name: Essex | Temperature: 0.7
Name: Flagstaff | Temperature: -1.0
Name: Dover | Temperature: -0.5
Name: Glendale | Temperature: 18.9
Name: Five Forks | Temperature: 8.8
Name: De Bary | Temperature: 11.2
Name: Easton | Temperature: -1.3
Name: Florence | Temperature: 5.0
Name: Florence | Temperature: 4.9
